ID;Fecha_ Pedido;Cod_Tienda;id_producto;Qtde;Precio_Unitario
AX1752;29-05-2023;A1500111;1001;38;160,99
AX414;06-02-2023;A1500109;1001;25;160,99
AX2436;21-08-2023;A1500109;1005;11;999
AX688;02-03-2023;A1500109;1004;44;210
AX883;18-03-2023;A1500109;1006;50;159
AX849;16-03-2023;A1500109;1004;13;210
AX5087;07-11-2023;A1500107;1006;42;159
AX2915;06-11-2023;A1500111;1006;27;159
AX4627;23-08-2023;A3100104;1002;28;320,19
AX5138;15-11-2023;A5200050;1002;28;320,19
AX2096;27-06-2023;A1500109;1003;26;499,19
AX1147;10-04-2023;A1500109;1002;11;320,19
AX335;30-01-2023;A1500108;1005;29;999
AX4230;19-06-2023;A3100104;1005;21;999
AX4867;02-10-2023;A5200100;1004;39;210
AX753;09-03-2023;A1500111;1005;28;999
AX2846;24-10-2023;A1500111;1006;29;159
AX1797;03-06-2023;A1500109;1003;18;499,19
AX3150;12-12-2023;A1500111;1006;39;159
AX907;20-03-2023;A1500111;1001;27;160,99
AX3589;01-03-2023;A1500107;1005;172;999
AX55;08-01-2023;A1500109;1008;8;119,3
AX2047;23-06-2023;A1500109;1003;13;499,19
AX4464;29-07-2023;A5200050;1001;19;160,99
AX2447;24-08-2023;A1500109;1007;16;630,99
AX2723;07-10-2023;A1500109;1001;18;160,99
AX5137;14-11-2023;A3100104;1005;20;999
AX50;07-01-2023;A1500108;1001;38;160,99
AX2637;24-09-2023;A1500108;1003;28;499,19
AX313;29-01-2023;A1500109;1005;17;999
AX823;14-03-2023;A1500108;1006;34;159
AX3249;30-12-2023;A1500111;1001;22;160,99
AX241;24-01-2023;A1500108;1003;16;499,19
AX4723;09-09-2023;A3100104;1005;20;999
AX1192;14-04-2023;A1500108;1003;15;499,19
AX1057;02-04-2023;A1500109;1005;8;999
AX4544;09-08-2023;A5200050;1007;50;630,99
AX2984;17-11-2023;A1500109;1003;13;499,19
AX1376;30-04-2023;A1500111;1004;78;210
AX3448;05-02-2023;A3100104;1002;42;320,19
AX3565;25-02-2023;A5200100;1001;21;160,99
AX3119;09-12-2023;A1500108;1004;17;210
AX4461;29-07-2023;A5200100;1007;35;630,99
AX2918;07-11-2023;A1500109;1004;19;210
AX954;25-03-2023;A1500111;1007;15;630,99
AX3567;25-02-2023;A3100104;1001;22;160,99
AX1543;13-05-2023;A1500108;1004;15;210
AX4399;17-07-2023;A5200100;1002;35;320,19
AX695;03-03-2023;A1500109;1004;20;210
AX5001;24-10-2023;A3100104;1002;45;320,19
AX2547;09-09-2023;A1500109;1004;16;210
AX5273;07-12-2023;A3100104;1001;22;160,99
AX4110;30-05-2023;A3100104;1006;27;159
AX3223;24-12-2023;A1500108;1004;49;210
AX4442;25-07-2023;A5200100;1004;25;210
AX341;31-01-2023;A1500109;1005;22;999
AX2016;20-06-2023;A1500109;1003;26;499,19
AX5367;25-12-2023;A5200100;1007;35;630,99
AX5104;09-11-2023;A5200100;1006;30;159
AX2505;03-09-2023;A1500108;1006;48;159
AX978;27-03-2023;A1500109;1003;25;499,19
AX3202;21-12-2023;A1500109;1003;14;499,19
AX3898;23-04-2023;A5200050;1002;26;320,19
AX548;18-02-2023;A1500111;1004;15;210
AX1234;18-04-2023;A1500109;1004;15;210
AX1377;30-04-2023;A1500109;1003;13;499,19
AX3897;22-04-2023;A3100104;1004;48;210
AX3945;01-05-2023;A3100104;1003;22;499,19
AX600;21-02-2023;A1500109;1003;39;499,19
AX1346;27-04-2023;A1500108;1005;50;999
AX4984;21-10-2023;A3100104;1004;23;210
AX389;04-02-2023;A1500111;1006;31;159
AX331;30-01-2023;A1500109;1003;18;499,19
AX410;06-02-2023;A1500109;1004;24;210
AX1598;18-05-2023;A1500108;1004;39;210
AX2806;20-10-2023;A1500111;1004;36;210
AX1129;09-04-2023;A1500108;1006;45;159
AX2384;13-08-2023;A1500108;1003;46;499,19
AX183;17-01-2023;A1500111;1003;50;499,19
AX3735;25-03-2023;A3100104;1008;19;119,3
AX4611;20-08-2023;A5200100;1004;41;210
AX2595;17-09-2023;A1500108;1006;60;159
AX5060;02-11-2023;A5200100;1002;21;320,19
AX722;05-03-2023;A1500109;1008;4;119,3
AX3328;18-01-2023;A3100104;1001;19;160,99
AX2060;24-06-2023;A1500108;1003;27;499,19
AX5295;11-12-2023;A5200100;1003;27;499,19
AX4320;05-07-2023;A1500107;1004;62;210
AX2125;30-06-2023;A1500111;1005;25;999
AX1012;30-03-2023;A1500109;1004;23;210
AX319;29-01-2023;A1500111;1003;45;499,19
AX3519;19-02-2023;A1500107;1003;60;499,19
AX673;02-03-2023;A1500109;1004;23;210
AX4907;09-10-2023;A1500107;1004;54;210
AX1071;04-04-2023;A1500109;1008;4;119,3
AX4540;08-08-2023;A5200100;1004;42;210
AX1079;04-04-2023;A1500111;1006;39;159
AX3705;21-03-2023;A5200100;1001;23;160,99
AX3051;26-11-2023;A1500108;1001;23;160,99
AX3092;04-12-2023;A1500111;1006;40;159
AX461;10-02-2023;A1500108;1004;22;210
AX1729;28-05-2023;A1500109;1004;23;210
AX5209;27-11-2023;A3100104;1001;21;160,99
AX2731;08-10-2023;A1500108;1006;34;159
AX1269;21-04-2023;A1500109;1004;25;210
AX2503;02-09-2023;A1500109;1008;9;119,3
AX4192;13-06-2023;A3100104;1002;31;320,19
AX783;11-03-2023;A1500108;1007;15;630,99
AX4052;18-05-2023;A1500107;1007;38;630,99
AX853;17-03-2023;A1500108;1001;31;160,99
AX2907;05-11-2023;A1500108;1001;15;160,99
AX4492;02-08-2023;A5200100;1007;16;630,99
AX2454;25-08-2023;A1500111;1006;62;159
AX2754;12-10-2023;A1500111;1004;104;210
AX4467;30-07-2023;A5200100;1001;39;160,99
AX117;13-01-2023;A1500111;1001;20;160,99
AX1117;08-04-2023;A1500111;1005;50;999
AX2582;16-09-2023;A1500109;1004;18;210
AX4667;29-08-2023;A5200100;1002;29;320,19
AX5405;31-12-2023;A3100104;1001;34;160,99
AX3514;19-02-2023;A5200100;1003;31;499,19
AX3386;26-01-2023;A1500107;1008;68;119,3
AX958;25-03-2023;A1500109;1003;16;499,19
AX1497;09-05-2023;A1500108;1006;39;159
AX4926;12-10-2023;A5200100;1005;31;999
AX950;24-03-2023;A1500111;1004;15;210
AX4401;17-07-2023;A3100104;1004;21;210
AX4385;16-07-2023;A5200100;1005;49;999
AX2418;18-08-2023;A1500109;1004;25;210
AX2740;09-10-2023;A1500109;1002;12;320,19
AX3852;12-04-2023;A5200100;1001;45;160,99
AX4530;07-08-2023;A5200050;1003;23;499,19
AX2618;21-09-2023;A1500109;1003;15;499,19
AX1002;30-03-2023;A1500108;1006;141;159
AX170;17-01-2023;A1500109;1004;18;210
AX3928;29-04-2023;A3100104;1005;40;999
AX1284;22-04-2023;A1500109;1008;13;119,3
AX1314;24-04-2023;A1500109;1003;18;499,19
AX781;10-03-2023;A1500109;1001;26;160,99
AX699;03-03-2023;A1500109;1003;13;499,19
AX2634;23-09-2023;A1500109;1004;15;210
AX3501;15-02-2023;A1500107;1003;62;499,19
AX4686;03-09-2023;A5200100;1005;45;999
AX3022;21-11-2023;A1500109;1005;13;999
AX2878;30-10-2023;A1500108;1006;32;159
AX1644;21-05-2023;A1500108;1004;22;210
AX3961;04-05-2023;A1500107;1008;36;119,3
AX2686;01-10-2023;A1500111;1004;42;210
AX3317;16-01-2023;A3100104;1008;19;119,3
AX2383;13-08-2023;A1500108;1006;49;159
AX77;09-01-2023;A1500111;1007;29;630,99
AX5281;09-12-2023;A1500107;1006;36;159
AX18;03-01-2023;A1500111;1007;21;630,99
AX2458;26-08-2023;A1500111;1001;44;160,99
AX4567;13-08-2023;A5200100;1004;22;210
AX4678;02-09-2023;A5200100;1006;26;159
AX350;01-02-2023;A1500109;1005;26;999
AX1670;23-05-2023;A1500109;1003;15;499,19
AX3378;26-01-2023;A3100104;1007;15;630,99
AX397;05-02-2023;A1500111;1003;23;499,19
AX3269;07-01-2023;A3100104;1006;18;159
AX4380;15-07-2023;A1500107;1003;41;499,19
AX3701;19-03-2023;A5200100;1004;19;210
AX918;21-03-2023;A1500109;1002;17;320,19
AX2541;09-09-2023;A1500109;1006;46;159
AX4011;13-05-2023;A5200050;1007;21;630,99
AX2426;19-08-2023;A1500109;1003;22;499,19
AX1402;01-05-2023;A1500111;1006;48;159
AX3301;14-01-2023;A5200050;1007;21;630,99
AX93;10-01-2023;A1500111;1007;2;630,99
AX4444;25-07-2023;A3100104;1005;36;999
AX91;10-01-2023;A1500108;1003;23;499,19
AX3569;26-02-2023;A5200100;1001;15;160,99
AX1085;06-04-2023;A1500109;1008;11;119,3
AX1243;18-04-2023;A1500108;1004;50;210
AX2784;16-10-2023;A1500108;1006;38;159
AX3672;14-03-2023;A3100104;1006;27;159
AX4982;21-10-2023;A5200100;1007;27;630,99
AX1791;03-06-2023;A1500109;1004;22;210
AX4642;26-08-2023;A5200100;1003;33;499,19
AX4255;24-06-2023;A1500107;1005;54;999
AX2777;15-10-2023;A1500109;1003;28;499,19
AX840;16-03-2023;A1500111;1003;32;499,19
AX2089;27-06-2023;A1500109;1003;16;499,19
AX3739;26-03-2023;A3100104;1001;17;160,99
AX2583;16-09-2023;A1500109;1001;10;160,99
AX4246;22-06-2023;A3100104;1006;16;159
AX3875;17-04-2023;A3100104;1005;31;999
AX1021;31-03-2023;A1500109;1001;11;160,99
AX868;17-03-2023;A1500111;1001;38;160,99
AX2049;24-06-2023;A1500111;1006;48;159
AX3457;06-02-2023;A1500107;1004;38;210
AX3833;10-04-2023;A5200100;1007;39;630,99
AX5061;02-11-2023;A1500107;1004;76;210
AX4817;25-09-2023;A3100104;1007;37;630,99
AX5336;19-12-2023;A1500107;1002;40;320,19
AX725;06-03-2023;A1500109;1008;9;119,3
AX1211;16-04-2023;A1500109;1003;14;499,19
AX2371;11-08-2023;A1500108;1005;48;999
AX5083;06-11-2023;A5200050;1006;22;159
AX3968;06-05-2023;A3100104;1004;25;210
AX1604;18-05-2023;A1500111;1005;15;999
AX3493;13-02-2023;A1500107;1002;66;320,19
AX3727;23-03-2023;A1500107;1005;50;999
AX1936;13-06-2023;A1500109;1008;17;119,3
AX2332;04-08-2023;A1500109;1003;22;499,19
AX3278;09-01-2023;A3100104;1006;20;159
AX5092;07-11-2023;A3100104;1006;29;159
AX2076;25-06-2023;A1500109;1004;16;210
AX2346;06-08-2023;A1500111;1001;20;160,99
AX4724;09-09-2023;A5200050;1008;46;119,3
AX839;16-03-2023;A1500109;1004;21;210
AX2499;02-09-2023;A1500111;1006;90;159
AX2411;17-08-2023;A1500109;1003;20;499,19
AX2435;21-08-2023;A1500108;1003;21;499,19
AX1494;08-05-2023;A1500108;1003;49;499,19
AX1459;06-05-2023;A1500109;1001;16;160,99
AX1744;29-05-2023;A1500111;1004;35;210
AX1635;20-05-2023;A1500109;1002;10;320,19
AX67;08-01-2023;A1500108;1001;18;160,99
AX5058;01-11-2023;A5200100;1005;22;999
AX1677;25-05-2023;A1500109;1003;25;499,19
AX3203;21-12-2023;A1500109;1004;23;210
AX2703;03-10-2023;A1500109;1008;10;119,3
AX1587;16-05-2023;A1500109;1008;17;119,3
AX4760;16-09-2023;A5200050;1004;30;210
AX5216;28-11-2023;A3100104;1002;32;320,19
AX4024;15-05-2023;A5200100;1001;41;160,99
AX1526;12-05-2023;A1500111;1006;41;159
AX3305;14-01-2023;A1500107;1001;28;160,99
AX2027;22-06-2023;A1500109;1001;26;160,99
AX683;02-03-2023;A1500109;1004;15;210
AX5255;04-12-2023;A1500107;1006;84;159
AX939;23-03-2023;A1500109;1002;10;320,19
AX2044;23-06-2023;A1500109;1008;10;119,3
AX3556;25-02-2023;A5200100;1002;29;320,19
AX2352;07-08-2023;A1500109;1005;22;999
AX5119;11-11-2023;A5200050;1008;27;119,3
AX436;07-02-2023;A1500109;1008;14;119,3
AX4813;24-09-2023;A5200050;1002;43;320,19
AX1971;17-06-2023;A1500109;1003;26;499,19
AX4100;28-05-2023;A3100104;1001;44;160,99
AX2902;05-11-2023;A1500109;1005;15;999
AX394;05-02-2023;A1500111;1006;52;159
AX2245;20-07-2023;A1500111;1004;35;210
AX4868;03-10-2023;A5200050;1005;50;999
AX2322;03-08-2023;A1500111;1006;45;159
AX921;21-03-2023;A1500111;1006;52;159
AX1999;20-06-2023;A1500108;1003;41;499,19
AX1624;19-05-2023;A1500108;1005;52;999
AX4825;27-09-2023;A3100104;1001;25;160,99
AX3551;23-02-2023;A1500107;1002;98;320,19
AX5366;25-12-2023;A3100104;1007;41;630,99
AX2202;13-07-2023;A1500111;1003;20;499,19
AX515;14-02-2023;A1500109;1001;9;160,99
AX4179;10-06-2023;A5200100;1004;24;210
AX2443;22-08-2023;A1500109;1004;17;210
AX1978;18-06-2023;A1500109;1003;15;499,19
AX1757;30-05-2023;A1500108;1006;60;159
AX2898;04-11-2023;A1500109;1004;24;210
AX422;06-02-2023;A1500108;1003;18;499,19
AX1836;05-06-2023;A1500109;1008;10;119,3
AX3509;18-02-2023;A3100104;1006;21;159
AX4916;10-10-2023;A5200050;1002;45;320,19
AX2960;14-11-2023;A1500109;1004;20;210
AX4127;01-06-2023;A1500107;1001;50;160,99
AX57;08-01-2023;A1500111;1006;72;159
AX3992;10-05-2023;A5200100;1008;15;119,3
AX294;28-01-2023;A1500109;1005;9;999
AX3391;28-01-2023;A1500107;1008;56;119,3
AX2920;07-11-2023;A1500109;1005;19;999
AX1565;14-05-2023;A1500109;1001;22;160,99
AX5153;16-11-2023;A1500107;1008;34;119,3
AX188;18-01-2023;A1500109;1005;9;999
AX3151;12-12-2023;A1500109;1004;18;210
AX4325;05-07-2023;A5200100;1001;39;160,99
AX423;06-02-2023;A1500111;1007;17;630,99
AX5392;30-12-2023;A5200100;1008;22;119,3
AX2873;29-10-2023;A1500108;1005;15;999
AX2689;01-10-2023;A1500108;1005;19;999
AX3942;01-05-2023;A3100104;1006;32;159
AX3264;07-01-2023;A5200050;1003;35;499,19
AX891;19-03-2023;A1500109;1003;15;499,19
AX2074;25-06-2023;A1500108;1003;25;499,19
AX2527;05-09-2023;A1500109;1007;23;630,99
AX599;21-02-2023;A1500111;1006;58;159
AX603;21-02-2023;A1500111;1005;26;999
AX2459;26-08-2023;A1500111;1001;18;160,99
AX1460;06-05-2023;A1500108;1004;30;210
AX2812;21-10-2023;A1500109;1002;14;320,19
AX4349;10-07-2023;A3100104;1001;30;160,99
AX1224;17-04-2023;A1500109;1005;8;999
AX3139;11-12-2023;A1500108;1004;18;210
AX540;17-02-2023;A1500109;1008;8;119,3
AX1826;04-06-2023;A1500111;1006;43;159
AX1298;23-04-2023;A1500109;1003;16;499,19
AX645;26-02-2023;A1500108;1003;45;499,19
AX4865;02-10-2023;A3100104;1006;45;159
AX1270;21-04-2023;A1500111;1001;21;160,99
AX4480;01-08-2023;A1500107;1001;76;160,99
AX1642;21-05-2023;A1500111;1005;15;999
AX3823;09-04-2023;A3100104;1005;35;999
AX2335;05-08-2023;A1500111;1003;28;499,19
AX2424;19-08-2023;A1500109;1003;23;499,19
AX217;22-01-2023;A1500108;1006;99;159
AX3437;02-02-2023;A5200050;1004;25;210
AX4204;14-06-2023;A5200050;1005;17;999
AX2850;26-10-2023;A1500109;1008;15;119,3
AX3103;05-12-2023;A1500109;1001;22;160,99
AX3761;29-03-2023;A3100104;1005;35;999
AX285;27-01-2023;A1500109;1008;8;119,3
AX4790;21-09-2023;A1500107;1003;32;499,19
AX4285;29-06-2023;A5200100;1003;38;499,19
AX1047;02-04-2023;A1500109;1004;26;210
AX1786;02-06-2023;A1500111;1005;88;999
AX2483;29-08-2023;A1500109;1007;23;630,99
AX975;27-03-2023;A1500109;1005;34;999
AX2735;09-10-2023;A1500111;1003;17;499,19
AX2036;22-06-2023;A1500111;1003;16;499,19
AX129;14-01-2023;A1500109;1002;15;320,19
AX831;14-03-2023;A1500111;1003;39;499,19
AX4086;25-05-2023;A5200100;1007;20;630,99
AX1407;02-05-2023;A1500109;1002;11;320,19
AX5170;20-11-2023;A5200100;1008;34;119,3
AX2922;07-11-2023;A1500109;1005;15;999
AX2239;20-07-2023;A1500109;1005;9;999
AX5079;06-11-2023;A5200100;1005;21;999
AX367;01-02-2023;A1500109;1005;18;999
AX3418;31-01-2023;A3100104;1008;28;119,3
AX4212;17-06-2023;A5200100;1008;21;119,3
AX1509;11-05-2023;A1500109;1002;11;320,19
AX4657;28-08-2023;A5200050;1004;38;210
AX3295;12-01-2023;A3100104;1008;45;119,3
AX4232;20-06-2023;A3100104;1007;32;630,99
AX3845;12-04-2023;A3100104;1001;20;160,99
AX796;12-03-2023;A1500111;1004;45;210
AX539;17-02-2023;A1500109;1003;16;499,19
AX4495;02-08-2023;A3100104;1004;19;210
AX3818;08-04-2023;A5200100;1004;18;210
AX4881;04-10-2023;A3100104;1004;37;210
AX2788;16-10-2023;A1500109;1003;26;499,19
AX5059;01-11-2023;A5200100;1001;28;160,99
AX1997;19-06-2023;A1500111;1008;22;119,3
AX4108;29-05-2023;A5200100;1007;22;630,99
AX1295;23-04-2023;A1500111;1003;70;499,19
AX1906;11-06-2023;A1500111;1005;16;999
AX1823;04-06-2023;A1500109;1001;16;160,99
AX2692;02-10-2023;A1500111;1004;24;210
AX5196;25-11-2023;A3100104;1008;21;119,3
AX5393;30-12-2023;A5200100;1008;22;119,3
AX576;19-02-2023;A1500109;1001;26;160,99
AX312;29-01-2023;A1500109;1005;8;999
AX812;13-03-2023;A1500109;1008;17;119,3
AX3321;16-01-2023;A5200100;1006;50;159
AX2813;21-10-2023;A1500109;1002;9;320,19
AX1393;30-04-2023;A1500109;1005;13;999
AX3527;20-02-2023;A3100104;1005;48;999
AX3363;23-01-2023;A3100104;1006;25;159
AX5237;02-12-2023;A3100104;1007;19;630,99
AX5126;12-11-2023;A5200100;1007;42;630,99
AX2204;14-07-2023;A1500111;1006;72;159
AX4243;22-06-2023;A5200050;1002;39;320,19
AX3165;15-12-2023;A1500108;1005;52;999
AX3183;17-12-2023;A1500108;1003;31;499,19
AX4645;26-08-2023;A5200050;1004;21;210
AX97;10-01-2023;A1500109;1003;19;499,19
AX3939;30-04-2023;A5200100;1001;26;160,99
AX3649;09-03-2023;A3100104;1007;17;630,99
AX976;27-03-2023;A1500109;1003;17;499,19
AX125;14-01-2023;A1500109;1004;20;210
AX1177;13-04-2023;A1500109;1008;12;119,3
AX3929;29-04-2023;A1500107;1008;30;119,3
AX3325;17-01-2023;A5200100;1005;28;999
AX1145;10-04-2023;A1500111;1003;38;499,19
AX1815;03-06-2023;A1500111;1005;46;999
AX4618;21-08-2023;A5200100;1008;21;119,3
AX4078;23-05-2023;A1500107;1007;34;630,99
AX201;20-01-2023;A1500111;1004;19;210
AX4355;10-07-2023;A5200100;1004;43;210
AX226;22-01-2023;A1500108;1003;35;499,19
AX3467;07-02-2023;A5200100;1005;42;999
AX4056;18-05-2023;A1500107;1007;96;630,99
AX2600;18-09-2023;A1500108;1001;15;160,99
AX3763;29-03-2023;A1500107;1005;42;999
AX4892;07-10-2023;A5200100;1002;16;320,19
AX4664;28-08-2023;A3100104;1008;49;119,3
AX708;04-03-2023;A1500109;1002;19;320,19
AX3774;02-04-2023;A5200100;1004;19;210
AX466;10-02-2023;A1500109;1001;22;160,99
AX2628;23-09-2023;A1500111;1001;16;160,99
AX4968;19-10-2023;A5200100;1008;43;119,3
AX387;04-02-2023;A1500111;1001;30;160,99
AX2928;09-11-2023;A1500109;1005;11;999
AX1110;07-04-2023;A1500108;1005;40;999
AX880;18-03-2023;A1500111;1003;15;499,19
AX3392;28-01-2023;A3100104;1002;27;320,19
AX236;23-01-2023;A1500109;1003;17;499,19
AX3087;03-12-2023;A1500111;1006;42;159
AX2358;07-08-2023;A1500109;1001;14;160,99
AX162;16-01-2023;A1500109;1005;14;999
AX2350;07-08-2023;A1500109;1004;19;210
AX3576;27-02-2023;A3100104;1005;48;999
AX1898;10-06-2023;A1500109;1008;10;119,3
AX4488;01-08-2023;A1500107;1005;90;999
AX2323;03-08-2023;A1500109;1005;14;999
AX1151;10-04-2023;A1500109;1003;17;499,19
AX1661;23-05-2023;A1500108;1005;50;999
AX5213;28-11-2023;A3100104;1001;42;160,99
AX2158;03-07-2023;A1500109;1008;17;119,3
AX3159;14-12-2023;A1500111;1003;16;499,19
AX2980;17-11-2023;A1500109;1004;25;210
AX1985;19-06-2023;A1500109;1001;19;160,99
AX1869;08-06-2023;A1500108;1001;18;160,99
AX3364;23-01-2023;A3100104;1006;44;159
AX4969;19-10-2023;A1500107;1002;36;320,19
AX4923;12-10-2023;A1500107;1001;62;160,99
AX2022;22-06-2023;A1500109;1001;16;160,99
AX1798;03-06-2023;A1500108;1001;30;160,99
AX4487;01-08-2023;A3100104;1005;35;999
AX3180;17-12-2023;A1500109;1005;15;999
AX186;17-01-2023;A1500109;1008;8;119,3
AX3189;17-12-2023;A1500111;1003;20;499,19
AX1776;01-06-2023;A1500111;1005;25;999
AX253;25-01-2023;A1500109;1001;23;160,99
AX1925;13-06-2023;A1500111;1004;45;210
AX3888;20-04-2023;A3100104;1008;47;119,3
AX3428;01-02-2023;A5200100;1005;20;999
AX456;08-02-2023;A1500108;1005;45;999
AX4184;11-06-2023;A1500107;1004;58;210
AX4803;23-09-2023;A5200050;1004;16;210
AX3206;21-12-2023;A1500109;1003;27;499,19
AX1365;29-04-2023;A1500108;1006;40;159
AX4233;20-06-2023;A1500107;1001;82;160,99
AX433;07-02-2023;A1500109;1002;20;320,19
AX4247;22-06-2023;A5200100;1004;24;210
AX4434;23-07-2023;A5200100;1008;27;119,3
AX446;08-02-2023;A1500111;1005;17;999
AX409;06-02-2023;A1500109;1003;26;499,19
AX1157;11-04-2023;A1500108;1004;26;210
AX1072;04-04-2023;A1500109;1001;21;160,99
AX1673;23-05-2023;A1500108;1003;33;499,19
AX2046;23-06-2023;A1500109;1003;18;499,19
AX5262;05-12-2023;A5200050;1003;15;499,19
AX4981;21-10-2023;A3100104;1007;19;630,99
AX3633;07-03-2023;A1500107;1004;56;210
AX666;28-02-2023;A1500111;1004;17;210
AX3314;16-01-2023;A5200100;1008;19;119,3
AX3740;26-03-2023;A3100104;1002;24;320,19
AX5327;16-12-2023;A3100104;1001;47;160,99
AX5017;26-10-2023;A3100104;1001;42;160,99
AX36;06-01-2023;A1500111;1008;15;119,3
AX1973;18-06-2023;A1500109;1001;17;160,99
AX5100;08-11-2023;A5200100;1008;19;119,3
AX5403;31-12-2023;A1500107;1007;68;630,99
AX1943;15-06-2023;A1500109;1008;16;119,3
AX1871;08-06-2023;A1500111;1003;42;499,19
AX828;14-03-2023;A1500109;1001;38;160,99
AX3983;08-05-2023;A3100104;1008;44;119,3
AX2958;14-11-2023;A1500109;1002;12;320,19
AX3030;23-11-2023;A1500111;1006;48;159
AX1909;11-06-2023;A1500108;1003;30;499,19
AX3848;12-04-2023;A3100104;1004;40;210
AX2658;28-09-2023;A1500109;1004;19;210
AX2965;16-11-2023;A1500111;1004;47;210
AX3081;02-12-2023;A1500109;1003;26;499,19
AX4491;02-08-2023;A5200100;1006;38;159
AX194;18-01-2023;A1500109;1002;12;320,19
AX4272;27-06-2023;A3100104;1005;40;999
AX3568;25-02-2023;A1500107;1007;88;630,99
AX2075;25-06-2023;A1500109;1002;11;320,19
AX1962;17-06-2023;A1500108;1003;45;499,19
AX3571;26-02-2023;A5200100;1006;27;159
AX2110;29-06-2023;A1500109;1003;16;499,19
AX2220;16-07-2023;A1500109;1001;10;160,99
AX1385;30-04-2023;A1500108;1005;99;999
AX3668;13-03-2023;A5200100;1003;36;499,19
AX2930;10-11-2023;A1500111;1003;26;499,19
AX207;21-01-2023;A1500108;1004;36;210
AX318;29-01-2023;A1500109;1001;15;160,99
AX2709;05-10-2023;A1500111;1004;41;210
AX1564;14-05-2023;A1500109;1003;23;499,19
AX4318;05-07-2023;A3100104;1003;25;499,19
AX1700;26-05-2023;A1500108;1003;31;499,19
AX2065;25-06-2023;A1500111;1001;16;160,99
AX01;01-01-2023;A1500111;1001;21;160,99
AX4459;27-07-2023;A3100104;1002;37;320,19
AX3626;07-03-2023;A1500107;1007;56;630,99
AX4469;30-07-2023;A1500107;1003;86;499,19
AX3650;09-03-2023;A3100104;1005;21;999
AX3712;21-03-2023;A3100104;1003;29;499,19
AX2057;24-06-2023;A1500109;1001;13;160,99
AX4358;11-07-2023;A3100104;1005;19;999
AX284;27-01-2023;A1500109;1007;17;630,99
AX3967;06-05-2023;A3100104;1004;33;210
AX5103;08-11-2023;A3100104;1005;39;999
AX4513;05-08-2023;A1500107;1005;48;999
AX4062;21-05-2023;A5200100;1005;27;999
AX4584;15-08-2023;A3100104;1003;15;499,19
AX502;12-02-2023;A1500108;1005;15;999
AX2610;19-09-2023;A1500109;1001;10;160,99
AX1725;28-05-2023;A1500109;1001;20;160,99
AX1189;14-04-2023;A1500109;1001;10;160,99
AX2162;03-07-2023;A1500109;1005;25;999
AX5112;09-11-2023;A3100104;1005;15;999
AX95;10-01-2023;A1500109;1001;14;160,99
AX4485;01-08-2023;A5200100;1003;24;499,19
AX3142;11-12-2023;A1500109;1004;25;210
AX4815;24-09-2023;A3100104;1006;16;159
AX881;18-03-2023;A1500109;1007;27;630,99
AX3886;20-04-2023;A3100104;1006;41;159
AX4218;17-06-2023;A5200050;1005;24;999
AX3263;07-01-2023;A5200100;1003;37;499,19
AX1987;19-06-2023;A1500108;1006;45;159
AX1465;06-05-2023;A1500108;1003;51;499,19
AX5289;10-12-2023;A3100104;1005;26;999
AX842;16-03-2023;A1500109;1008;10;119,3
AX3043;24-11-2023;A1500109;1001;19;160,99
AX2836;24-10-2023;A1500108;1006;45;159
AX544;17-02-2023;A1500109;1002;16;320,19
AX764;09-03-2023;A1500111;1006;44;159
AX5335;19-12-2023;A5200100;1001;38;160,99
AX2758;13-10-2023;A1500111;1003;46;499,19
AX2515;04-09-2023;A1500111;1005;30;999
AX192;18-01-2023;A1500109;1001;11;160,99
AX2466;27-08-2023;A1500111;1007;80;630,99
AX4733;11-09-2023;A3100104;1008;42;119,3
AX1547;13-05-2023;A1500109;1002;19;320,19
AX848;16-03-2023;A1500109;1003;16;499,19
AX4802;23-09-2023;A3100104;1008;28;119,3
AX1191;14-04-2023;A1500108;1001;42;160,99
AX2319;03-08-2023;A1500111;1004;41;210
AX4027;16-05-2023;A3100104;1002;45;320,19
AX5037;29-10-2023;A1500107;1004;160;210
AX405;05-02-2023;A1500111;1001;38;160,99
AX2392;15-08-2023;A1500109;1001;19;160,99
AX83;09-01-2023;A1500111;1004;23;210
AX3279;09-01-2023;A5200050;1007;23;630,99
AX3723;23-03-2023;A5200050;1004;27;210
AX1204;15-04-2023;A1500111;1006;52;159
AX1874;08-06-2023;A1500111;1003;22;499,19
AX2484;29-08-2023;A1500111;1004;38;210
AX1122;08-04-2023;A1500109;1002;11;320,19
AX3624;07-03-2023;A1500107;1007;52;630,99
AX5057;01-11-2023;A5200100;1004;26;210
AX4159;07-06-2023;A3100104;1006;33;159
AX3508;18-02-2023;A3100104;1005;51;999
AX264;25-01-2023;A1500111;1004;48;210
AX621;24-02-2023;A1500111;1003;23;499,19
AX5200;26-11-2023;A1500107;1001;46;160,99
AX4208;15-06-2023;A3100104;1003;29;499,19
AX1669;23-05-2023;A1500109;1004;51;210
AX2181;08-07-2023;A1500111;1005;22;999
AX2403;15-08-2023;A1500111;1001;15;160,99
AX1031;01-04-2023;A1500111;1003;16;499,19
AX1590;16-05-2023;A1500111;1003;34;499,19
AX4028;16-05-2023;A3100104;1003;34;499,19
AX5328;17-12-2023;A1500107;1008;62;119,3
AX894;19-03-2023;A1500109;1001;26;160,99
AX4489;01-08-2023;A3100104;1001;48;160,99
