OrderID;DateKey;channelKey;StoreKey;ProductKey;PromotionKey;SalesQuantity;ReturnQuantity
50762;28-may-07;1;184;244;1;10;0
55131;28-may-07;1;214;311;1;5;0
55798;28-may-07;2;307;1085;7;12;0
55813;28-may-07;1;135;575;1;10;0
57586;28-may-07;4;310;421;7;36;1
58418;28-may-07;1;136;1494;1;10;0
60986;28-may-07;1;301;2507;7;120;0
62815;28-may-07;4;308;446;1;30;1
63346;28-may-07;1;174;1186;1;10;0
63460;28-may-07;1;153;696;1;10;0
64177;28-may-07;4;309;1045;1;10;0
64900;28-may-07;1;36;1340;1;5;0
65730;28-may-07;1;128;154;1;10;0
65761;28-may-07;1;150;325;1;10;0
66290;28-may-07;1;140;2515;1;100;0
66382;28-may-07;1;57;819;1;5;0
66994;28-may-07;1;40;653;1;10;0
68939;28-may-07;1;249;1000;1;5;0
69147;28-may-07;1;73;1203;1;10;0
69462;28-may-07;1;140;1074;1;5;0
70336;28-may-07;3;200;372;1;30;0
70980;28-may-07;1;251;1384;7;6;0
71323;28-may-07;1;218;798;1;10;0
71689;28-may-07;1;16;1564;1;10;0
82563;28-may-07;1;195;1202;1;10;0
83384;28-may-07;1;34;743;1;5;0
83679;28-may-07;1;16;2517;1;100;0
84977;28-may-07;1;98;550;1;5;0
85114;28-may-07;1;64;1521;1;10;0
85707;28-may-07;1;89;1213;1;5;0
86206;28-may-07;1;144;978;1;10;1
86437;28-may-07;1;135;1390;1;10;0
87222;28-may-07;4;310;943;7;6;0
87921;28-may-07;4;310;1468;7;6;1
88442;28-may-07;1;42;587;1;10;0
90304;28-may-07;4;310;1520;7;12;0
90421;28-may-07;1;150;1608;1;5;1
92537;28-may-07;1;180;407;1;10;0
93962;28-may-07;1;75;1253;1;5;0
94050;28-may-07;1;211;1266;1;5;0
94103;28-may-07;1;149;782;1;5;0
94281;28-may-07;1;257;1582;7;12;0
94328;28-may-07;4;308;427;1;30;0
94610;28-may-07;1;154;578;1;10;0
96406;28-may-07;1;166;1510;1;5;0
96420;28-may-07;1;74;468;1;10;0
97705;28-may-07;2;199;1272;1;5;0
350;29-may-07;1;43;1521;1;10;0
574;29-may-07;1;171;869;1;10;0
1388;29-may-07;2;199;572;1;10;0
2878;29-may-07;4;309;943;1;10;0
3320;29-may-07;1;191;746;1;10;0
4598;29-may-07;3;200;1153;1;10;0
4798;29-may-07;1;178;621;1;5;0
5198;29-may-07;1;51;1074;1;5;0
6221;29-may-07;1;167;238;1;10;0
6290;29-may-07;3;200;9;1;10;0
6445;29-may-07;1;182;1078;1;5;0
7141;29-may-07;1;115;292;1;10;0
9596;29-may-07;2;306;905;1;5;0
11259;29-may-07;2;307;842;7;6;0
12479;29-may-07;1;155;1224;1;10;0
13133;29-may-07;1;238;844;1;5;0
13427;29-may-07;4;310;957;7;12;0
13611;29-may-07;1;198;651;1;10;1
14946;29-may-07;4;309;1298;1;10;1
15944;29-may-07;1;213;610;1;5;0
15971;29-may-07;3;200;1132;1;10;0
16804;29-may-07;1;210;406;1;10;0
19130;29-may-07;1;132;1485;1;10;1
19157;29-may-07;1;36;1211;1;10;0
19210;29-may-07;2;306;66;1;5;0
21707;29-may-07;1;256;699;7;12;0
21713;29-may-07;1;212;754;1;5;0
22064;29-may-07;1;129;1006;1;10;0
22730;29-may-07;1;108;1321;1;10;0
24498;29-may-07;1;94;191;1;5;0
24775;29-may-07;3;200;525;1;5;0
24978;29-may-07;1;211;837;1;5;1
26831;29-may-07;1;38;327;1;5;0
29459;29-may-07;1;152;419;1;30;0
31088;29-may-07;1;61;1490;1;5;0
31657;29-may-07;1;102;310;1;10;0
31750;29-may-07;1;62;943;1;5;0
33015;29-may-07;1;115;1537;1;10;0
33236;29-may-07;1;33;194;1;5;1
33750;29-may-07;1;55;437;1;90;0
34214;29-may-07;1;268;1150;7;12;0
37531;29-may-07;1;139;973;1;10;0
37601;29-may-07;1;86;392;1;10;0
38148;29-may-07;1;36;133;1;10;0
38659;29-may-07;4;310;11;7;6;0
38822;29-may-07;1;39;1142;1;10;1
39014;29-may-07;1;149;1;1;5;0
39403;29-may-07;1;263;1190;1;5;0
40347;29-may-07;1;52;1340;1;5;0
48718;29-may-07;1;15;1123;1;5;0
48962;29-may-07;1;193;1621;1;5;0
49917;29-may-07;1;50;882;1;5;0
50030;29-may-07;2;307;154;7;12;0
52368;29-may-07;1;148;566;1;10;0
52948;29-may-07;1;264;1202;7;12;1
54208;29-may-07;1;201;2;1;5;0
55828;29-may-07;2;199;396;1;10;0
56085;29-may-07;4;308;1349;1;5;0
56243;29-may-07;1;136;637;1;10;0
57705;29-may-07;1;240;524;1;10;0
58087;29-may-07;1;193;1133;1;10;0
58369;29-may-07;1;25;642;1;10;1
59342;29-may-07;2;306;177;1;10;0
59761;29-may-07;4;308;1041;1;10;0
59941;29-may-07;1;151;1035;1;10;0
60980;29-may-07;1;134;1078;1;5;0
61139;29-may-07;1;225;863;1;10;0
61743;29-may-07;2;307;655;7;12;0
65484;29-may-07;2;306;1552;1;20;0
65994;29-may-07;1;77;1406;1;5;0
66609;29-may-07;1;94;1354;1;10;0
70618;29-may-07;1;163;1433;1;10;0
72026;29-may-07;2;199;1418;1;20;1
72619;29-may-07;1;158;667;1;10;0
74038;29-may-07;1;86;779;1;5;0
74435;29-may-07;1;196;1422;1;10;0
74471;29-may-07;1;284;1235;1;10;0
74699;29-may-07;1;291;1318;1;5;0
75245;29-may-07;1;137;1105;1;10;0
75894;29-may-07;1;213;702;1;5;0
79062;29-may-07;1;42;1475;1;10;0
79165;29-may-07;1;53;153;1;10;0
79243;29-may-07;1;191;447;1;15;0
80035;29-may-07;1;87;542;1;10;0
80661;29-may-07;2;306;1339;1;10;0
80789;29-may-07;1;296;280;7;12;1
81078;29-may-07;1;76;864;1;10;0
82108;29-may-07;4;309;1099;1;10;0
82689;29-may-07;1;4;1041;1;10;0
84499;29-may-07;1;89;1515;1;10;1
84761;29-may-07;4;310;554;7;12;0
86478;29-may-07;1;36;119;1;5;0
86907;29-may-07;1;164;126;1;5;0
87336;29-may-07;1;163;673;1;5;0
87670;29-may-07;1;32;1429;1;10;0
87789;29-may-07;1;4;1478;1;10;0
88446;29-may-07;1;217;1194;1;10;0
90802;29-may-07;1;150;549;1;5;0
91165;29-may-07;2;306;725;1;10;0
91775;29-may-07;1;140;1260;1;5;0
92858;29-may-07;1;61;568;1;10;0
93586;29-may-07;1;180;556;1;10;0
95557;29-may-07;1;12;1235;1;10;0
524;30-may-07;1;245;1463;1;10;0
678;30-may-07;2;199;1585;1;20;0
1428;30-may-07;1;219;986;1;5;0
4509;30-may-07;1;95;638;1;10;0
6622;30-may-07;1;208;178;1;5;0
6960;30-may-07;4;308;624;1;10;0
7490;30-may-07;3;200;447;1;30;0
7939;30-may-07;1;161;1035;1;10;0
8029;30-may-07;1;209;264;1;10;0
8273;30-may-07;2;306;648;1;15;0
8400;30-may-07;1;94;986;1;5;0
11280;30-may-07;2;306;824;1;5;0
12198;30-may-07;1;233;1122;1;10;0
13735;30-may-07;1;16;564;1;10;0
14337;30-may-07;1;108;782;1;5;0
17118;30-may-07;1;163;837;1;5;1
17197;30-may-07;1;99;300;1;5;0
18853;30-may-07;1;244;484;1;5;0
19092;30-may-07;1;10;691;1;10;0
19170;30-may-07;1;58;1517;1;10;0
19446;30-may-07;1;12;1323;1;10;0
19488;30-may-07;1;128;1199;1;10;0
21617;30-may-07;1;270;1194;7;12;1
23216;30-may-07;1;14;1198;1;10;0
23312;30-may-07;4;308;796;1;5;0
23608;30-may-07;3;200;526;1;15;0
24737;30-may-07;1;302;1432;7;12;0
29051;30-may-07;1;154;1485;1;10;1
30600;30-may-07;1;69;468;1;10;0
32290;30-may-07;1;30;669;1;10;0
33243;30-may-07;4;309;1653;1;5;0
35847;30-may-07;2;199;327;1;5;0
36298;30-may-07;1;163;1484;1;10;0
36332;30-may-07;1;4;1309;1;5;0
39586;30-may-07;1;58;564;1;10;0
40055;30-may-07;1;77;746;1;10;0
40563;30-may-07;1;293;1035;7;12;0
43194;30-may-07;1;121;509;1;5;0
43969;30-may-07;1;64;1350;1;5;0
44818;30-may-07;1;58;516;1;5;0
49336;30-may-07;1;153;561;1;5;0
49344;30-may-07;1;219;430;1;15;0
49369;30-may-07;3;200;756;1;30;0
51221;30-may-07;1;172;1652;1;10;0
53980;30-may-07;1;41;706;1;5;0
54105;30-may-07;1;12;1129;1;10;0
55448;30-may-07;1;80;826;1;5;0
56916;30-may-07;1;107;481;1;5;0
57432;30-may-07;2;199;1646;1;20;0
61257;30-may-07;1;7;1381;1;10;0
62260;30-may-07;1;158;1015;1;10;0
63369;30-may-07;1;35;1318;1;5;0
63792;30-may-07;4;308;1122;1;10;0
64082;30-may-07;1;204;1514;1;10;0
64102;30-may-07;1;68;1256;1;5;0
64886;30-may-07;1;109;1421;1;10;0
67357;30-may-07;1;102;1444;1;10;0
69791;30-may-07;1;85;129;1;5;0
70339;30-may-07;1;96;1344;1;5;0
71215;30-may-07;2;199;202;1;10;0
71407;30-may-07;2;199;1396;1;10;1
73641;30-may-07;1;118;1021;1;10;1
73835;30-may-07;1;2;1245;1;5;0
74094;30-may-07;2;307;882;7;6;0
74362;30-may-07;1;35;704;1;10;0
74566;30-may-07;4;308;1347;1;10;0
76871;30-may-07;1;100;1189;1;5;1
79548;30-may-07;1;127;307;1;10;0
81803;30-may-07;4;308;467;1;5;0
82549;30-may-07;1;21;50;1;10;0
83673;30-may-07;1;30;1137;1;10;0
83695;30-may-07;1;29;1318;1;5;0
84101;30-may-07;1;227;1221;1;10;1
85120;30-may-07;1;126;1028;1;5;1
85215;30-may-07;2;199;1595;1;10;0
87139;30-may-07;1;120;1514;1;20;2
87483;30-may-07;4;309;652;1;20;0
89439;30-may-07;4;310;297;7;6;0
90134;30-may-07;1;207;1339;1;20;1
90440;30-may-07;1;98;1213;1;5;0
91481;30-may-07;1;213;197;1;5;0
92413;30-may-07;1;11;1154;1;10;0
93123;30-may-07;1;20;597;1;5;0
93513;30-may-07;1;104;4;1;5;0
94248;30-may-07;1;141;1352;1;10;0
1864;31-may-07;1;164;1393;1;10;0
10277;31-may-07;1;264;1232;7;12;0
12459;31-may-07;2;306;130;1;5;1
13607;31-may-07;4;310;1606;7;12;0
13701;31-may-07;1;136;791;1;10;1
13866;31-may-07;1;19;1006;1;10;0
14527;31-may-07;1;277;413;7;12;0
15699;31-may-07;1;8;604;1;10;0
16368;31-may-07;1;139;1392;1;10;0
19266;31-may-07;1;186;243;1;10;0
20439;31-may-07;1;1;724;1;10;0
20670;31-may-07;1;165;1389;1;10;0
21807;31-may-07;1;182;1285;1;5;0
22293;31-may-07;1;166;1381;1;10;1
22347;31-may-07;1;22;1628;1;10;0
22925;31-may-07;4;310;1092;7;12;1
23220;31-may-07;2;199;353;1;10;1
23471;31-may-07;1;129;988;1;5;1
24194;31-may-07;1;59;325;1;10;0
25132;31-may-07;1;214;1351;1;5;0
26337;31-may-07;1;295;274;7;12;0
27816;31-may-07;1;108;1007;1;10;0
28271;31-may-07;1;264;400;7;12;0
28332;31-may-07;1;39;165;1;10;0
29099;31-may-07;1;282;1646;1;10;0
31251;31-may-07;1;213;759;1;5;0
31440;31-may-07;2;306;737;1;10;0
31536;31-may-07;1;159;283;1;10;0
31760;31-may-07;1;144;952;1;10;1
33219;31-may-07;4;308;974;1;5;0
33784;31-may-07;1;157;1162;1;10;0
34036;31-may-07;1;50;819;1;5;0
34080;31-may-07;1;221;401;1;5;0
36244;31-may-07;1;38;1268;1;10;0
40701;31-may-07;1;141;1260;1;5;0
41647;31-may-07;1;109;246;1;10;0
43018;31-may-07;1;82;313;1;5;0
43721;31-may-07;1;57;2517;1;100;0
44014;31-may-07;1;179;1465;1;5;0
44893;31-may-07;3;200;711;1;10;0
47087;31-may-07;4;308;449;1;30;0
49663;31-may-07;1;205;1127;1;10;0
52267;31-may-07;1;150;610;1;5;1
52659;31-may-07;1;137;848;1;5;1
53308;31-may-07;1;70;1214;1;5;0
53417;31-may-07;1;230;882;1;5;0
55697;31-may-07;1;242;549;1;5;0
56647;31-may-07;1;231;564;1;10;0
59410;31-may-07;1;242;1096;1;10;0
62557;31-may-07;2;199;441;1;15;0
64705;31-may-07;4;310;783;7;12;0
65351;31-may-07;4;308;296;1;5;0
67460;31-may-07;1;289;1273;1;5;0
68825;31-may-07;4;308;375;1;10;0
68849;31-may-07;1;101;1319;1;10;0
69585;31-may-07;2;199;2493;1;200;0
69710;31-may-07;1;236;1024;1;10;0
71882;31-may-07;4;309;1553;1;10;0
72194;31-may-07;3;200;1056;1;20;0
72444;31-may-07;4;309;1139;1;15;0
73219;31-may-07;1;257;1072;7;12;0
73502;31-may-07;3;200;677;1;5;1
74789;31-may-07;4;309;662;1;10;0
75305;31-may-07;1;288;1129;1;10;0
76766;31-may-07;1;162;418;1;15;0
76773;31-may-07;1;118;1198;1;10;0
76872;31-may-07;1;183;956;1;10;0
77584;31-may-07;1;152;748;1;5;0
78464;31-may-07;1;84;613;1;10;0
78977;31-may-07;1;173;712;1;10;0
82795;31-may-07;1;184;165;1;10;0
84405;31-may-07;1;105;620;1;5;1
85612;31-may-07;1;221;1235;1;10;0
86215;31-may-07;1;225;1343;1;10;1
89062;31-may-07;1;67;471;1;5;0
90977;31-may-07;1;97;665;1;5;1
93106;31-may-07;1;76;528;1;10;0
94715;31-may-07;1;159;130;1;5;0
95025;31-may-07;1;268;1484;7;12;1
96056;31-may-07;1;61;482;1;10;0
324;01-jun-07;1;61;721;1;10;0
604;01-jun-07;2;306;1348;1;10;0
4066;01-jun-07;1;243;737;1;10;0
4529;01-jun-07;2;306;1012;1;10;0
7588;01-jun-07;3;200;452;1;15;0
10666;01-jun-07;3;200;1392;1;10;0
10730;01-jun-07;1;108;1405;1;10;0
10887;01-jun-07;1;42;504;1;10;0
11732;01-jun-07;1;198;652;1;10;0
12629;01-jun-07;1;290;791;1;10;0
12851;01-jun-07;4;309;1103;1;10;0
16054;01-jun-07;1;75;730;1;10;0
16487;01-jun-07;4;308;984;1;10;0
17423;01-jun-07;2;199;253;1;10;0
17755;01-jun-07;4;310;436;7;36;0
20727;01-jun-07;1;55;671;1;10;0
21870;01-jun-07;1;264;1542;7;12;0
23421;01-jun-07;1;88;132;1;5;1
24028;01-jun-07;1;145;718;1;10;0
24825;01-jun-07;1;9;1138;1;10;0
25782;01-jun-07;1;152;238;1;10;0
25947;01-jun-07;1;175;1306;1;10;1
26561;01-jun-07;1;152;1072;1;10;0
30351;01-jun-07;1;217;96;1;5;0
30480;01-jun-07;1;288;1283;1;5;0
31308;01-jun-07;1;31;1412;1;10;1
31688;01-jun-07;1;33;447;1;15;0
31952;01-jun-07;4;310;1071;7;12;1
33660;01-jun-07;1;112;572;1;5;0
33983;01-jun-07;1;205;487;1;5;1
34012;01-jun-07;1;79;1518;1;10;0
34769;01-jun-07;1;60;1346;1;10;0
35869;01-jun-07;1;47;906;1;5;1
37064;01-jun-07;1;158;1363;1;10;0
37554;01-jun-07;2;199;573;1;10;0
39490;01-jun-07;1;48;1316;1;5;1
39731;01-jun-07;1;113;1106;1;5;0
40823;01-jun-07;1;98;328;1;5;0
42019;01-jun-07;1;153;1584;1;5;0
42746;01-jun-07;1;300;1132;7;12;0
43348;01-jun-07;1;171;791;1;10;0
46380;01-jun-07;1;302;460;7;18;0
48426;01-jun-07;1;72;267;1;10;0
51690;01-jun-07;1;207;733;1;10;1
52233;01-jun-07;1;11;1224;1;10;0
53591;01-jun-07;1;7;1185;1;10;0
56189;01-jun-07;2;307;1392;7;12;0
56715;01-jun-07;1;174;1336;1;10;0
58018;01-jun-07;1;35;2516;1;100;0
58507;01-jun-07;1;231;1549;1;10;0
60237;01-jun-07;1;168;177;1;5;1
60281;01-jun-07;1;165;1099;1;10;0
62645;01-jun-07;1;147;979;1;10;0
62791;01-jun-07;1;247;418;1;15;0
64291;01-jun-07;3;200;818;1;10;0
64749;01-jun-07;1;187;544;1;10;0
64800;01-jun-07;1;120;1377;1;5;0
66939;01-jun-07;1;124;1605;1;10;0
69142;01-jun-07;1;236;1584;1;5;1
71181;01-jun-07;1;295;1317;7;6;0
71359;01-jun-07;1;63;748;1;5;0
71715;01-jun-07;1;230;430;1;15;0
75260;01-jun-07;1;231;330;1;10;0
76836;01-jun-07;1;40;649;1;5;0
78643;01-jun-07;1;143;1317;1;5;0
79112;01-jun-07;1;97;565;1;10;0
80717;01-jun-07;4;310;1353;7;12;0
81938;01-jun-07;1;81;499;1;5;0
82851;01-jun-07;4;309;689;1;10;0
83731;01-jun-07;1;195;722;1;10;0
84084;01-jun-07;2;306;1402;1;20;0
84320;01-jun-07;1;250;746;1;10;0
84326;01-jun-07;1;143;951;1;10;0
85654;01-jun-07;1;154;296;1;5;1
92789;01-jun-07;4;308;1461;1;10;0
92968;01-jun-07;1;166;391;1;10;0
96075;01-jun-07;1;52;986;1;5;0
97525;01-jun-07;1;120;990;1;10;0
378;02-jun-07;1;281;1591;7;12;0
2855;02-jun-07;1;64;458;1;15;0
3173;02-jun-07;4;310;1332;7;24;1
5081;02-jun-07;2;199;1196;1;10;0
5362;02-jun-07;1;114;1028;1;5;0
5639;02-jun-07;1;287;1456;1;10;0
5802;02-jun-07;1;80;672;1;10;0
6440;02-jun-07;1;105;1132;1;10;0
7149;02-jun-07;1;98;665;1;5;0
9166;02-jun-07;1;99;863;1;10;0
10723;02-jun-07;1;293;1121;7;12;0
10952;02-jun-07;4;309;348;1;20;1
14478;02-jun-07;1;154;824;1;5;0
16255;02-jun-07;1;221;190;1;5;0
18670;02-jun-07;1;289;819;1;5;0
18869;02-jun-07;1;287;129;1;5;1
19300;02-jun-07;3;200;792;1;10;1
20018;02-jun-07;3;200;1154;1;20;1
20372;02-jun-07;4;308;222;1;10;0
20585;02-jun-07;1;25;431;1;30;0
21616;02-jun-07;1;304;783;1;5;0
22381;02-jun-07;2;307;71;7;6;0
22899;02-jun-07;2;199;441;1;15;0
23351;02-jun-07;1;210;1549;1;10;0
24009;02-jun-07;1;59;635;1;10;0
24599;02-jun-07;1;159;1242;1;20;0
27967;02-jun-07;1;190;729;1;10;0
28328;02-jun-07;1;62;127;1;5;0
31560;02-jun-07;1;131;1305;1;10;0
31854;02-jun-07;2;306;218;1;10;0
32732;02-jun-07;1;94;809;1;5;0
33963;02-jun-07;1;196;1311;1;5;1
34324;02-jun-07;1;112;2;1;5;0
37699;02-jun-07;2;199;677;1;5;0
38430;02-jun-07;1;69;1497;1;10;0
41457;02-jun-07;1;8;1500;1;5;0
41778;02-jun-07;1;20;542;1;10;0
43404;02-jun-07;1;259;1213;7;6;0
45778;02-jun-07;1;137;973;1;10;0
48136;02-jun-07;1;69;1348;1;10;0
48694;02-jun-07;2;307;155;7;24;0
48786;02-jun-07;1;83;1070;1;5;0
49333;02-jun-07;1;233;1092;1;10;0
49343;02-jun-07;1;257;739;7;12;0
49495;02-jun-07;4;310;1223;7;12;1
49665;02-jun-07;1;121;240;1;10;0
50866;02-jun-07;2;307;261;7;12;0
51945;02-jun-07;1;181;153;1;10;0
53201;02-jun-07;4;308;1099;1;20;0
55266;02-jun-07;1;250;501;1;5;0
56887;02-jun-07;1;169;48;1;5;1
56926;02-jun-07;1;13;637;1;10;0
57837;02-jun-07;2;199;1594;1;15;0
58338;02-jun-07;1;221;132;1;5;0
58445;02-jun-07;1;5;621;1;5;0
58792;02-jun-07;1;185;75;1;5;0
58865;02-jun-07;4;308;1167;1;5;0
59265;02-jun-07;1;34;1251;1;5;0
59435;02-jun-07;1;28;1357;1;10;0
60105;02-jun-07;1;165;251;1;10;1
61184;02-jun-07;1;295;1108;7;12;0
62942;02-jun-07;1;165;635;1;10;1
67827;02-jun-07;1;131;95;1;5;0
68215;02-jun-07;2;307;1387;7;24;1
69283;02-jun-07;1;286;242;1;10;0
70152;02-jun-07;1;10;1108;1;10;0
72430;02-jun-07;1;79;698;1;10;0
74803;02-jun-07;1;104;315;1;5;0
76041;02-jun-07;1;142;1212;1;5;0
76419;02-jun-07;1;6;744;1;5;0
76614;02-jun-07;1;225;437;1;30;0
77549;02-jun-07;4;309;767;1;5;0
78519;02-jun-07;1;144;243;1;10;0
79593;02-jun-07;1;293;578;7;12;0
79973;02-jun-07;4;310;1284;7;6;0
80669;02-jun-07;1;60;425;1;30;0
80830;02-jun-07;2;306;991;1;10;0
81779;02-jun-07;3;200;771;1;10;1
81788;02-jun-07;1;141;1144;1;10;0
82163;02-jun-07;1;159;1418;1;10;0
82716;02-jun-07;1;9;119;1;5;0
83249;02-jun-07;1;242;1152;1;10;0
85526;02-jun-07;1;111;681;1;10;0
86732;02-jun-07;1;254;1231;7;12;0
87115;02-jun-07;1;110;449;1;30;0
87152;02-jun-07;2;199;691;1;30;1
87153;02-jun-07;3;200;246;1;10;0
87900;02-jun-07;1;132;229;1;5;0
88373;02-jun-07;1;293;1164;7;6;0
88647;02-jun-07;1;9;1613;1;5;0
88938;02-jun-07;1;137;563;1;10;0
92073;02-jun-07;1;230;1111;1;5;1
92179;02-jun-07;1;170;1298;1;10;0
92804;02-jun-07;1;128;895;1;5;0
92884;02-jun-07;3;200;130;1;15;0
93611;02-jun-07;4;309;1307;1;10;1
95078;02-jun-07;4;308;812;1;5;0
95381;02-jun-07;1;185;1201;1;10;0
96730;02-jun-07;1;291;1590;1;10;0
483;03-jun-07;1;283;1521;1;10;0
3387;03-jun-07;1;243;1114;1;20;0
4177;03-jun-07;1;94;937;1;10;0
4641;03-jun-07;1;70;898;1;5;0
5244;03-jun-07;2;199;121;1;5;0
6178;03-jun-07;2;199;1266;1;10;0
7372;03-jun-07;2;306;329;1;5;0
9965;03-jun-07;3;200;1261;1;10;0
10901;03-jun-07;4;309;314;1;20;0
11864;03-jun-07;2;306;766;1;5;0
13339;03-jun-07;1;275;1328;7;12;0
15181;03-jun-07;1;213;752;1;5;0
16482;03-jun-07;2;307;1310;7;12;0
16911;03-jun-07;1;282;956;1;10;0
18183;03-jun-07;4;309;415;1;5;1
19892;03-jun-07;1;233;930;1;5;0
24117;03-jun-07;2;199;1345;1;20;0
24505;03-jun-07;1;114;962;1;10;0
25900;03-jun-07;1;152;746;1;10;0
27255;03-jun-07;1;194;755;1;5;0
28384;03-jun-07;1;70;264;1;10;0
28760;03-jun-07;1;89;1008;1;10;0
30564;03-jun-07;1;84;942;1;5;0
30842;03-jun-07;1;11;1192;1;10;0
31951;03-jun-07;4;309;1132;1;10;0
32031;03-jun-07;1;112;1118;1;10;0
32126;03-jun-07;4;310;323;7;12;0
32316;03-jun-07;1;140;1288;1;5;0
32390;03-jun-07;1;103;1309;1;5;0
32631;03-jun-07;2;199;937;1;10;0
36350;03-jun-07;1;196;1304;1;10;0
37934;03-jun-07;1;146;1658;1;5;0
39550;03-jun-07;1;64;178;1;5;0
41544;03-jun-07;1;247;930;1;5;0
48354;03-jun-07;1;296;348;7;12;0
48498;03-jun-07;1;98;2488;1;100;0
48897;03-jun-07;1;208;1466;1;10;0
49178;03-jun-07;4;308;1046;1;5;1
49501;03-jun-07;1;92;213;1;5;1
51118;03-jun-07;1;164;621;1;5;0
51841;03-jun-07;1;215;1610;1;10;0
52127;03-jun-07;1;270;683;7;12;0
52448;03-jun-07;1;74;1198;1;10;1
53309;03-jun-07;1;2;949;1;10;0
54005;03-jun-07;1;15;974;1;5;0
54155;03-jun-07;1;1;1162;1;10;0
54227;03-jun-07;1;248;47;1;10;0
55228;03-jun-07;4;309;394;1;10;0
55622;03-jun-07;2;199;756;1;10;0
56907;03-jun-07;1;244;1545;1;10;0
57682;03-jun-07;1;298;1145;7;12;1
58047;03-jun-07;1;158;1583;1;10;0
58548;03-jun-07;1;112;625;1;10;0
59115;03-jun-07;1;291;672;1;10;0
59922;03-jun-07;1;254;978;7;12;0
60104;03-jun-07;1;235;635;1;10;0
60826;03-jun-07;1;4;513;1;5;0
61015;03-jun-07;1;289;1402;1;10;0
61100;03-jun-07;2;307;354;7;24;0
61605;03-jun-07;4;310;1361;7;12;0
61908;03-jun-07;1;3;1518;1;10;0
65202;03-jun-07;1;14;577;1;10;1
68176;03-jun-07;1;66;154;1;10;0
68686;03-jun-07;1;160;312;1;5;0
69250;03-jun-07;1;192;1636;1;10;0
70890;03-jun-07;2;307;812;7;6;0
71361;03-jun-07;1;217;528;1;10;0
73589;03-jun-07;1;181;1110;1;5;0
74031;03-jun-07;1;240;1196;1;10;0
74358;03-jun-07;1;178;818;1;10;1
75455;03-jun-07;1;263;614;1;10;0
77935;03-jun-07;2;306;1320;1;10;0
79099;03-jun-07;2;306;896;1;5;0
81835;03-jun-07;1;137;2507;1;100;0
81944;03-jun-07;1;242;948;1;10;1
83485;03-jun-07;2;307;1612;7;12;0
85827;03-jun-07;1;165;1541;1;10;0
85919;03-jun-07;1;201;176;1;10;0
86371;03-jun-07;2;307;1392;7;12;0
90843;03-jun-07;1;40;848;1;5;0
91707;03-jun-07;1;40;777;1;5;0
91856;03-jun-07;1;126;704;1;10;0
92859;03-jun-07;2;306;1007;1;10;1
92867;03-jun-07;2;306;936;1;20;0
95695;03-jun-07;1;190;1034;1;10;0
96442;03-jun-07;1;6;1576;1;5;1
559;04-jun-07;1;75;1046;1;5;0
1610;04-jun-07;1;238;1630;1;10;0
3852;04-jun-07;1;131;1147;1;20;0
5994;04-jun-07;1;173;816;1;5;0
7035;04-jun-07;1;124;584;1;5;0
7140;04-jun-07;1;251;1527;7;12;0
7184;04-jun-07;2;307;1221;7;24;0
7499;04-jun-07;1;25;270;1;10;0
7644;04-jun-07;1;235;902;1;5;1
10057;04-jun-07;1;275;1423;7;6;0
11584;04-jun-07;1;28;1372;1;10;0
12025;04-jun-07;1;287;1603;1;5;0
12664;04-jun-07;1;217;1466;1;10;1
12797;04-jun-07;4;309;701;1;10;0
13312;04-jun-07;1;103;626;1;10;0
13668;04-jun-07;1;116;121;1;5;0
15950;04-jun-07;4;310;723;7;6;0
16868;04-jun-07;1;151;1421;1;10;1
18352;04-jun-07;1;155;1186;1;10;0
22063;04-jun-07;1;187;1398;1;10;0
22596;04-jun-07;1;224;1440;1;5;0
23529;04-jun-07;1;208;1077;1;10;0
24306;04-jun-07;1;136;779;1;5;0
24538;04-jun-07;1;79;277;1;10;1
24708;04-jun-07;1;25;1359;1;10;0
25167;04-jun-07;1;50;46;1;5;0
25234;04-jun-07;1;142;2489;1;100;1
28054;04-jun-07;2;306;1641;1;30;0
28623;04-jun-07;1;54;1078;1;5;0
31316;04-jun-07;1;67;684;1;10;0
31431;04-jun-07;4;310;1557;7;12;0
32560;04-jun-07;1;123;2508;1;100;0
32714;04-jun-07;2;199;1409;1;10;0
32903;04-jun-07;1;202;165;1;10;0
33100;04-jun-07;2;199;1170;1;20;1
33783;04-jun-07;1;287;991;1;10;0
33828;04-jun-07;1;226;977;1;10;0
34556;04-jun-07;1;85;1037;1;10;0
35428;04-jun-07;1;114;1553;1;10;0
35776;04-jun-07;1;236;348;1;10;0
36049;04-jun-07;1;297;369;1;12;0
37242;04-jun-07;1;192;744;1;5;0
37246;04-jun-07;1;260;1171;7;12;0
38467;04-jun-07;1;254;1613;7;6;0
40123;04-jun-07;1;47;336;1;10;0
41927;04-jun-07;1;225;711;1;10;0
42976;04-jun-07;1;251;968;7;12;0
44338;04-jun-07;1;20;1522;1;10;1
44467;04-jun-07;1;288;386;1;10;0
45477;04-jun-07;1;292;1594;7;6;0
46252;04-jun-07;1;231;1603;1;5;0
46997;04-jun-07;1;83;336;1;10;0
47819;04-jun-07;1;152;929;1;5;0
47966;04-jun-07;2;306;1084;1;10;0
49622;04-jun-07;4;309;1440;1;10;0
50423;04-jun-07;1;2;1350;1;5;0
50883;04-jun-07;4;309;1498;1;10;0
