ProductKey;ProductName;ProductDescription;ProductSubcategoryKey;Manufacturer;BrandName;ClassID;ClassName;ColorID;ColorName;Size;Weight;UnitCost;UnitPrice
564;Proseware Projector 1080p DLP86 Silver;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;19;Proseware, Inc.;Proseware;3;Deluxe;7;Silver;7.5 x 6 x 3.2;1,5;$827,97;$2.499,
611;WWI Projector 1080p LCD86 Black;1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs;19;Wide World Importers;Wide World Importers;3;Deluxe;2;Black;17.2 x 6.1 x 4;5,1;$760,38;$2.295,
612;WWI Projector 1080p DLP86 Black;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;19;Wide World Importers;Wide World Importers;3;Deluxe;2;Black;10.7 x 7.6 x 3.1;4,3;$827,97;$2.499,
634;WWI Projector 1080p DLP86 Silver;1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio;19;Wide World Importers;Wide World Importers;3;Deluxe;7;Silver;13.6 x 17.7 x 5.7;9,6;$827,97;$2.499,
661;Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black;21.5 x 21.2 x 12.5 inches, 29 pounds, Fax - color Inkjet Fax with 5.8 GHz cordless handset;20;Proseware, Inc.;Proseware;3;Deluxe;2;Black;14.2 x 6.7 x 17.7;16,8;$75,54;$228,
662;Proseware Slim-Design Fax Machine with Answering System X180 Black;22.5 x 15.6 x 9.6 inches, 15 pounds, flatbed scanner;20;Proseware, Inc.;Proseware;3;Deluxe;2;Black;17.2 x 5.5 x 8.1;8,4;$78,19;$236,
663;Proseware High-Performance Business-Class Laser Fax X200 Black;17.7 x 13.9 x 6.7 inches. 12.8 pounds, high-Performance business-class Laser Fax;20;Proseware, Inc.;Proseware;3;Deluxe;2;Black;17.7 x 9.7 x 17.4;12;$82,17;$248,
664;Proseware Professional Quality Plain-Paper Fax and Copier X100 Black;Print, copy, with Ethernet, 2.4-in LCD color graphics display, lab quality borderless printing up to 8.5 x 11 in;20;Proseware, Inc.;Proseware;3;Deluxe;2;Black;16.1 x 18.1 x 9.3;24;$75,87;$229,
690;Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey;21.5 x 21.2 x 12.5 inches, 29 pounds, Fax - color Inkjet Fax with 5.8 GHz cordless handset;20;Proseware, Inc.;Proseware;3;Deluxe;11;Grey;42.2  x 15.8  x 6;29;$75,54;$228,
691;Proseware Slim-Design Fax Machine with Answering System X180 Grey;22.5 x 15.6 x 9.6 inches, 15 pounds, flatbed scanner;20;Proseware, Inc.;Proseware;3;Deluxe;11;Grey;18.7  x 2.6  x 13.1;19,6;$78,19;$236,
692;Proseware High-Performance Business-Class Laser Fax X200 Grey;17.7 x 13.9 x 6.7 inches, 12.8 pounds, Fax high-performance business-class Laser Fax;20;Proseware, Inc.;Proseware;3;Deluxe;11;Grey;12 x 4 x 10;3,7;$82,17;$248,
693;Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey;Print, copy, with Ethernet, 2.4-in LCD color graphics display, lab quality borderless printing up to 8.5 x 11 in;20;Proseware, Inc.;Proseware;3;Deluxe;11;Grey;15.1 x 3.5 x 21.9;13,4;$75,87;$229,
719;Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White;21.5 x 21.2 x 12.5 inches, 29 pounds, Fax - color Inkjet Fax with 5.8 GHz cordless handset;20;Proseware, Inc.;Proseware;3;Deluxe;8;White;13.4 x 14.4 x 10.6;8,7;$75,54;$228,
720;Proseware Slim-Design Fax Machine with Answering System X180 White;22.5 x 15.6 x 9.6 inches, 15 pounds, flatbed scanner;20;Proseware, Inc.;Proseware;3;Deluxe;8;White;15.7 x 10.6 x 6.9;9;$78,19;$236,
721;Proseware High-Performance Business-Class Laser Fax X200 White;17.7 x 13.9 x 6.7 inches, 12.8 pounds, Fax high-performance business-class Laser Fax;20;Proseware, Inc.;Proseware;3;Deluxe;8;White;14.6 x 17.2 x 9.7;10,6;$82,17;$248,
722;Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Print, copy, with Ethernet, 2.4-in LCD color graphics display, lab quality borderless printing up to 8.5 x 11 in;20;Proseware, Inc.;Proseware;3;Deluxe;8;White; 6.1 x 14.9 x 11;14,2;$75,87;$229,
738;Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green;22 x 20.3 x 18.1 inches, Fax - Color Inkjet Fax with 5.8 GHz cordless handset;20;Proseware, Inc.;Proseware;3;Deluxe;14;Green;15.5  x 5  x 13.5;28;$75,54;$228,
739;Proseware Slim-Design Fax Machine with Answering System X180 Green;9.4 x 11.8 x 5.4 inches, 6.4 pounds, Fax machine and telephone combined;20;Proseware, Inc.;Proseware;3;Deluxe;14;Green;17.2  x 4.5  x 14.5;20,5;$78,19;$236,
740;Proseware High-Performance Business-Class Laser Fax X200 Green;Fax high-Performance business-class Laser Fax, copy function can make up to 99 copies;20;Proseware, Inc.;Proseware;3;Deluxe;14;Green;17  x 6.5  x 13.8;21,5;$82,17;$248,
741;Proseware Professional Quality Plain-Paper Fax and Copier X100 Green;9.1 x 14 x 4.6 inches, 5.5 pounds, professional quality plain-paper Fax and Copier;20;Proseware, Inc.;Proseware;3;Deluxe;14;Green;18.5  x 4.5  x 16.3;35;$75,87;$229,
950;A. Datum Super-zoom Digital Camera X300 Black;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;23;A. Datum Corporation;A. Datum;3;Deluxe;2;Black;3.4 x 1.1 x 2.2;4,7;$96,08;$290,
951;A. Datum Consumer Digital Camera E100 Black;Digital camera, product type digital camera - compact;23;A. Datum Corporation;A. Datum;3;Deluxe;2;Black;3.5 x 0.9 x 2.2;4,6;$143,26;$281,
964;A. Datum Super-zoom Digital Camera X300 Grey;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;23;A. Datum Corporation;A. Datum;3;Deluxe;11;Grey;5.8  x 7.8  x 1.7;6;$96,08;$290,
965;A. Datum Consumer Digital Camera E100 Grey;Digital camera, product type digital camera - compact;23;A. Datum Corporation;A. Datum;3;Deluxe;11;Grey;3.8 x 2.3 x 1.1;5,2;$143,26;$281,
978;A. Datum Super-zoom Digital Camera X300 Pink;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;23;A. Datum Corporation;A. Datum;3;Deluxe;10;Pink;4.2 x 2.3 x 1.2;4,7;$96,08;$290,
979;A. Datum Consumer Digital Camera E100 Pink;Digital camera, product type digital camera - compact;23;A. Datum Corporation;A. Datum;3;Deluxe;10;Pink;3.4 x 0.9 x 2.2;4,6;$143,26;$281,
992;A. Datum Super-zoom Digital Camera X300 Silver;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;23;A. Datum Corporation;A. Datum;3;Deluxe;7;Silver;3.9 x 1 x 2.4;5,2;$96,08;$290,
993;A. Datum Consumer Digital Camera E100 Silver;Digital camera, product type digital camera - compact;23;A. Datum Corporation;A. Datum;3;Deluxe;7;Silver;3.9 x 1 x 2.5;5,3;$143,26;$281,
1006;A. Datum Super-zoom Digital Camera X300 Orange;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;23;A. Datum Corporation;A. Datum;3;Deluxe;9;Orange;3.5 x 0.9 x 2.2;5,6;$96,08;$290,
1007;A. Datum Consumer Digital Camera E100 Orange;Digital camera, product type digital camera - compact;23;A. Datum Corporation;A. Datum;3;Deluxe;9;Orange;4.1 x 2.4 x 1.1;5,2;$143,26;$281,
1020;A. Datum Super-zoom Digital Camera X300 Green;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;23;A. Datum Corporation;A. Datum;3;Deluxe;14;Green;3.8 x 0.9 x 2.4;5,25;$96,08;$290,
1021;A. Datum Consumer Digital Camera E100 Green;Digital camera, product type digital camera - compact;23;A. Datum Corporation;A. Datum;3;Deluxe;14;Green;3.5 x 0.9 x 2.4;5,5;$143,26;$281,
1034;A. Datum Super-zoom Digital Camera X300 Azure;Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in;23;A. Datum Corporation;A. Datum;3;Deluxe;1;Azure;3.7 x 1 x 2.4;5,3;$96,08;$290,
1035;A. Datum Consumer Digital Camera E100 Azure;Digital camera, product type digital camera - compact;23;A. Datum Corporation;A. Datum;3;Deluxe;1;Azure;3.9 x 0.95 x 2.5;5,6;$143,26;$281,
1112;Fabrikam SLR Camera X147 Silver;Compact 3x zoom lens covering the most frequently used focal range;24;Fabrikam, Inc.;Fabrikam;3;Deluxe;7;Silver;6.5  x 4.5  x 4.5;6,1;$213,7;$645,
1116;Fabrikam SLR Camera X147 Grey;Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;24;Fabrikam, Inc.;Fabrikam;3;Deluxe;11;Grey;8 x 10 x 6;5;$213,7;$645,
1120;Fabrikam SLR Camera X148 Silver Grey;Dynamic integrated dust reduction system;24;Fabrikam, Inc.;Fabrikam;3;Deluxe;12;Silver Grey;3.5 x 5 x 3.3;4,6;$217,68;$657,
1124;Fabrikam SLR Camera X148 Gold;Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs;24;Fabrikam, Inc.;Fabrikam;3;Deluxe;15;Gold;4.2 x 4 x 4;4,75;$217,68;$657,
1156;Fabrikam Independent Filmmaker 1'' 25mm X400 Black;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;2;Black;7.8 x 7.8 x 3;2,5;$530,11;$1.600,
1157;"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange";1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;9;Orange;5.8  x 6.3  x 1.7;2,2;$523,49;$1.580,
1158;Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;2;Black;2.75 x 2.8 x 4.9;1,5;$516,86;$1.560,
1159;"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue";1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;3;Blue;6.6 x 6.3 x 4.7;2,9;$503,61;$1.520,
1180;Fabrikam Independent filmmaker 1'' 25mm X400 White;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;8;White;3 x 5.2  x 1.3;1,8;$530,11;$1.600,
1181;Fabrikam Independent filmmaker 1/2'' 3mm X300 White;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;8;White;2.75 x 2.8 x 4.9;1,5;$523,49;$1.580,
1182;Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;8;White;6.6 x 6.3 x 4.7;2,9;$516,86;$1.560,
1183;Fabrikam Independent filmmaker 2/3'' 17mm X100 White;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;8;White;5  x 7.2  x 1.7;2,3;$503,61;$1.520,
1204;Fabrikam Independent Filmmaker 1'' 25mm X400 Grey;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;11;Grey;2.8  x 5.2  x 1.3;2,3;$530,11;$1.600,
1205;Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;11;Grey;5.5  x 5  x 1.7;2,4;$523,49;$1.580,
1206;Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;11;Grey;5.8  x 7.8  x 1.7;1,7;$516,86;$1.560,
1207;Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;11;Grey;3.5  x 3  x 2;2,4;$503,61;$1.520,
1228;"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue";1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;3;Blue;7.6 x 6 x 4.7;2,4;$536,74;$1.620,
1229;Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;2;Black;2.8  x 5  x 1.3;1,5;$516,86;$1.560,
1230;"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue";1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;3;Blue;4.5  x 5  x 1.7;2,9;$506,92;$1.530,
1231;Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black;1080i/p or 720p high definition or standard definition;27;Fabrikam, Inc.;Fabrikam;3;Deluxe;2;Black;5  x 7.2  x 1.7;1,8;$496,98;$1.500,
1408;"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black";240×320, GSM/GPRS/EDGE 2.2'';31;The Phone Company;The Phone Company;3;Deluxe;2;Black;3.5 x 1.5 x 5.8;2;$175,27;$529,
1409;"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black";GSM/GPRS/EDGE, 1.4'';31;The Phone Company;The Phone Company;3;Deluxe;2;Black;4 x 2 x 0.7;6;$195,15;$589,
1425;"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey";Business-oriented Smartphone with windows mobile 6.1 OS, video share service, and mobile banking;31;The Phone Company;The Phone Company;3;Deluxe;11;Grey;4.5 x 3.1 x 0.6;6,9;$175,27;$529,
1426;"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey";Dual SIM-international version with warranty;31;The Phone Company;The Phone Company;3;Deluxe;11;Grey;8.8 x 3.8 x 3.8;4,6;$195,15;$589,
1442;"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold";Video share service, 3.2-megapixel camera/camcorder;31;The Phone Company;The Phone Company;3;Deluxe;15;Gold;4.5 x 2.3 x 0.6;4,8;$175,27;$529,
1443;"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold";5 MP camera, MP3/video player, and Micro SD Slot-International version with no warranty;31;The Phone Company;The Phone Company;3;Deluxe;15;Gold;4.7 x 2.9 x 0.7;1;$195,15;$589,
1479;The Phone Company Smart phones Unlocked International M800 Black;Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;4.7 x 2.9 x 0.7;1;$142,56;$310,
1499;The Phone Company Smart phones Unlocked International M800 White;Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go;32;The Phone Company;The Phone Company;3;Deluxe;8;White;4.8 x 3.1 x 0.6;5,3;$142,56;$310,
1509;The Phone Company Smart phones Unlocked International M800 Pink;Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go;32;The Phone Company;The Phone Company;3;Deluxe;10;Pink;8.8 x 7 x 3.2;8;$142,56;$310,
1519;The Phone Company Smart phones Unlocked International M800 Gold;Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go;32;The Phone Company;The Phone Company;3;Deluxe;15;Gold;4.5 x 2.6 x 0.6;4,8;$142,56;$310,
1521;The Phone Company PDA Wifi 3.7-inch M250 Black;Genuine leather and great looks;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;4.1 x 2.2 x 0.5;3,7;$142,56;$310,
1522;The Phone Company PDA Wifi 4.7-inch L290 Black;The sensitive slanted stylus tip gives you smooth navigation;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;4.4 x 2.4 x 0.6;5,3;$125,9;$380,
1524;The Phone Company PDA Phone 3.7 inches M340 Black;Opera 8 web browser supports adobe flash 9 browser plug in;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;2.1 x 4.2 x 0.6;4,3;$151,76;$330,
1525;The Phone Company PDA Phone 4.7 inches L360 Black;Opera 8 web browsers supports adobe flash 9 browser plugs in, 256 MB flash memory expands via two memory card slots;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;4.2 x 2.1 x 0.6;3,7;$133,19;$402,
1528;The Phone Company PDA Phone Unlocked 4.7 inches L550 Black;With 3MB Memory and 6-line backlit display;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;4.2 x 2.1 x 0.6;3,7;$100,06;$302,
1531;The Phone Company PDA Handheld 4.7 inch L650 Black;256 MB flash memory expands via two memory card slots;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;0.6 x 2.8 x 4.6;5,6;$128,88;$389,
1534;The Phone Company PDA Palm 4.7 inch L850 Black;Removable/rechargeable battery and integrated keyboard;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;4.5 x 3.1 x 0.6;4,6;$131,87;$398,
1537;The Phone Company PDA GPS Phone 4.7 inch L950 Black;Complete suite of PIM applications, HotSync technology for PC synchronization, 1MB memory;32;The Phone Company;The Phone Company;3;Deluxe;2;Black;10 x 7.2 x 1.7;12;$121,93;$368,
1539;The Phone Company PDA Wifi 3.7-inch M250 Silver;Genuine leather and great looks;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;4.7 x 2.9 x 0.7;1;$142,56;$310,
1540;The Phone Company PDA Wifi 4.7-inch L290 Silver;The sensitive slanted stylus tip gives you smooth navigation;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;8.8 x 7 x 3.2;8;$125,9;$380,
1542;The Phone Company PDA Phone 3.7 inches M340 Silver;Opera 8 web browser, supports Adobe flash 9 browser plug in;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;8.5 x 6 x 2;1,2;$151,76;$330,
1543;The Phone Company PDA Phone 4.7 inches L360 Silver;Opera 8 web browser, supports Adobe flash 9 browser plug in, 256 MB flash memory expands via two memory card slots;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;111 x 51.5 x 14.5;3;$133,19;$402,
1546;The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver;With 3MB Memory and 6-line backlit display;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;4.3 x 2.4 x 0.5;3,9;$100,06;$302,
1549;The Phone Company PDA Handheld 4.7 inch L650 Silver;256 MB flash memory expands via two memory card slots;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;4.3 x 2.4 x 0.5;4,7;$128,88;$389,
1552;The Phone Company PDA Palm 4.7 inch L850 Silver;Removable/rechargeable battery and integrated keyboard;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;4.1 x 2.2 x 0.5;3,7;$131,87;$398,
1555;The Phone Company PDA GPS Phone 4.7 inch L950 Silver;Complete suite of PIM applications, HotSync technology for PC synchronization, 1MB memory;32;The Phone Company;The Phone Company;3;Deluxe;7;Silver;4.5 x 2.3 x 0.6;4,3;$121,93;$368,
1557;The Phone Company PDA Wifi 3.7-inch M250 White;Genuine leather and great looks;32;The Phone Company;The Phone Company;3;Deluxe;8;White;4.4 x 2.4 x 0.6;3,7;$142,56;$310,
1558;The Phone Company PDA Wifi 4.7-inch L290 White;The sensitive slanted stylus tip gives you smooth navigation;32;The Phone Company;The Phone Company;3;Deluxe;8;White;3.8 x 2 x 0.8;3,3;$125,9;$380,
1560;The Phone Company PDA Phone 3.7 inches M340 White;"Opera 8 web browsers; supports Adobe flash 9 browser plug in";32;The Phone Company;The Phone Company;3;Deluxe;8;White;4.2 x 2.1 x 0.6;3,7;$151,76;$330,
1561;The Phone Company PDA Phone 4.7 inches L360 White;"Opera 8 web browser; supports Adobe flash 9 browser plug in, 256 MB flash memory expands via two memory card slots";32;The Phone Company;The Phone Company;3;Deluxe;8;White;4.2 x 2.1 x 0.6;3,3;$133,19;$402,
1564;The Phone Company PDA Phone Unlocked 4.7 inches L550 White;With 3MB Memory and 6-line backlit display;32;The Phone Company;The Phone Company;3;Deluxe;8;White;8.8 x 7 x 3.2;5,3;$100,06;$302,
1567;The Phone Company PDA Handheld 4.7 inch L650 White;256 MB flash memory expands via two memory card slots;32;The Phone Company;The Phone Company;3;Deluxe;8;White;2.1 x 4.2 x 0.6;6,9;$128,88;$389,
1570;The Phone Company PDA Palm 4.7 inch L850 White;Removable/rechargeable battery and integrated keyboard;32;The Phone Company;The Phone Company;3;Deluxe;8;White;3.4 x 1.8 x 0.9;4,3;$131,87;$398,
1577;SV DVD Recorder L200 Black;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;35;Southridge Video;Southridge Video;3;Deluxe;2;Black;7.5  x 6  x 1.5;4;$72,56;$219,
1578;SV DVD Recorder L210 Silver;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;35;Southridge Video;Southridge Video;3;Deluxe;7;Silver;6.5  x 5.5  x 2;4;$72,56;$219,
1579;SV DVD Recorder L220 White;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;35;Southridge Video;Southridge Video;3;Deluxe;8;White;7.1  x 6.5  x 1.8;4;$72,56;$219,
1580;SV DVD Recorder L230 Grey;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;35;Southridge Video;Southridge Video;3;Deluxe;11;Grey;6.8  x 5  x 1.5;4;$72,56;$219,
1581;SV DVD Recorder L240 Gold;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;35;Southridge Video;Southridge Video;3;Deluxe;15;Gold;7.1  x 6.2  x 1.2;4;$72,56;$219,
1585;SV DVD 60 DVD Storage Binder L20 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;35;Southridge Video;Southridge Video;3;Deluxe;2;Black;7.1  x 6.5  x 1.8;4;$7,58;$22,89
1590;SV DVD 60 DVD Storage Binder L20 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;35;Southridge Video;Southridge Video;3;Deluxe;7;Silver;6.5  x 5.5  x 2;4;$7,58;$22,89
1595;SV DVD 60 DVD Storage Binder L20 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;35;Southridge Video;Southridge Video;3;Deluxe;6;Red;17.5  x 28  x 3.5;4;$7,58;$22,89
1604;SV DVD 14-Inch Player Portable L100 Black;6-hour rechargeable battery, 180-degree swivel and flip screen;35;Southridge Video;Southridge Video;3;Deluxe;2;Black;6.5  x 5.5  x 2;2;$86,14;$259,99
1605;SV DVD 15-Inch Player Portable L200 Black;6-hour rechargeable battery, 180-degree swivel and flip screen;35;Southridge Video;Southridge Video;3;Deluxe;2;Black;7.1  x 6.5  x 1.8;3;$96,08;$289,99
1609;SV DVD 14-Inch Player Portable L100 Silver;6-hour rechargeable battery, 180-degree swivel and flip screen;35;Southridge Video;Southridge Video;3;Deluxe;7;Silver;7.5  x 6  x 1.5;7;$86,14;$259,99
1610;SV DVD 15-Inch Player Portable L200 Silver;6-hour rechargeable battery, 180-degree swivel and flip screen;35;Southridge Video;Southridge Video;3;Deluxe;7;Silver;6.5  x 5.5  x 2;8;$96,08;$289,99
1614;SV DVD 14-Inch Player Portable L100 White;6-hour rechargeable battery, 180-degree swivel and flip screen;35;Southridge Video;Southridge Video;3;Deluxe;8;White;17.5  x 28  x 3.5;12;$86,14;$259,99
1615;SV DVD 15-Inch Player Portable L200 White;6-hour rechargeable battery, 180-degree swivel and flip screen;35;Southridge Video;Southridge Video;3;Deluxe;8;White;7.5  x 6  x 1.5;13;$96,08;$289,99
46;WWI 1GB Pulse Smart pen E50 White;Record and link audio to be written, listen to recordings, share notes and recording with computer;4;Wide World Importers;Wide World Importers;1;Economy;8;White;6 x 0.5 x 0.5;1,3;$76,45;$149,95
47;WWI 1GBPulse Smart pen E50 Black;Record and link audio to be written, listen to recordings, share notes and recording with computer;4;Wide World Importers;Wide World Importers;1;Economy;2;Black;6 x 0.5 x 0.5;2,2;$76,45;$149,95
48;WWI 1GB Pulse Smart pen E50 Silver;Record and link audio to be written, listen to recordings, share notes and recording with computer;4;Wide World Importers;Wide World Importers;1;Economy;7;Silver;150X1x15;30;$76,45;$149,95
57;WWI 1GB Digital Voice Recorder Pen E100 Black;Voice recorder, MP3 player, USB flash drive, 64 hours recording;4;Wide World Importers;Wide World Importers;1;Economy;2;Black;150X1x15;30;$79,53;$156,
58;WWI 1GB Digital Voice Recorder Pen E100 Red;Voice recorder, MP3 player, USB flash drive, 64 hours recording;4;Wide World Importers;Wide World Importers;1;Economy;6;Red;6 x 0.5 x 0.5;1,3;$79,53;$156,
59;WWI 1GB Digital Voice Recorder Pen E100 Pink;Voice recorder, MP3 player, USB flash drive, 64 hours recording;4;Wide World Importers;Wide World Importers;1;Economy;10;Pink;6 x 0.5 x 0.5;2,2;$79,53;$156,
60;WWI 1GB Digital Voice Recorder Pen E100 White;Voice recorder, MP3 player, USB flash drive, 64 hours recording;4;Wide World Importers;Wide World Importers;1;Economy;8;White;150X1x15;30;$79,53;$156,
66;NT Bluetooth Stereo Headphones E52 Blue;Seamlessly integrates wireless mobile music and calls;6;Northwind Traders;Northwind Traders;1;Economy;3;Blue;5.1 x 1.8 x 4.9;1,1;$13,1;$25,69
67;NT Bluetooth Stereo Headphones E52 Black;Seamlessly integrates wireless mobile music and calls;6;Northwind Traders;Northwind Traders;1;Economy;2;Black;9 x 6.8 x 4.3;6,6;$13,1;$25,69
68;NT Bluetooth Stereo Headphones E52 Yellow;Seamlessly integrates wireless mobile music and calls;6;Northwind Traders;Northwind Traders;1;Economy;13;Yellow;1 x 1 x 1;1,6;$13,1;$25,69
69;NT Bluetooth Stereo Headphones E52 Pink;Seamlessly integrates wireless mobile music and calls;6;Northwind Traders;Northwind Traders;1;Economy;10;Pink;9 x 6.8 x 4.3;6,6;$13,1;$25,69
70;NT Wireless Bluetooth Stereo Headphones E102 Silver;Wireless range beyond 10 meters, MP3-quality stereo sound;6;Northwind Traders;Northwind Traders;1;Economy;7;Silver;8 x 6.7 x 2.2;9,6;$22,05;$47,95
71;NT Wireless Bluetooth Stereo Headphones E102 Black;Wireless range beyond 10 meters, MP3-quality stereo sound;6;Northwind Traders;Northwind Traders;1;Economy;2;Black;5 x 9 x 7;2,1;$22,05;$47,95
72;NT Wireless Bluetooth Stereo Headphones E102 Blue;Wireless range beyond 10 meters, MP3-quality stereo sound;6;Northwind Traders;Northwind Traders;1;Economy;3;Blue;5 x 9 x 7;2,1;$22,05;$47,95
73;NT Wireless Bluetooth Stereo Headphones E102 White;Wireless range beyond 10 meters, MP3-quality stereo sound;6;Northwind Traders;Northwind Traders;1;Economy;8;White;5.7 x 3.6 x 9.2;1,2;$22,05;$47,95
74;NT Bluetooth Active Headphones E202 Black;Wireless range up10 meters, beyond 7-hour talking time.;6;Northwind Traders;Northwind Traders;1;Economy;2;Black;5 x 6 x 2;1,5;$17,45;$37,95
75;NT Bluetooth Active Headphones E202 White;Wireless range up10 meters, beyond 7-hour talking time.;6;Northwind Traders;Northwind Traders;1;Economy;8;White;10.4 x 8.1 x 3.1;11,4;$17,45;$37,95
76;NT Bluetooth Active Headphones E202 Red;Wireless range up10 meters, beyond 7-hour talking time.;6;Northwind Traders;Northwind Traders;1;Economy;6;Red;5.6 x 3.5 x 9.1;1;$17,45;$37,95
77;NT Bluetooth Active Headphones E202 Silver;Wireless range up10 meters, beyond 7-hour talking time.;6;Northwind Traders;Northwind Traders;1;Economy;7;Silver;1.81x 3.5 x  0.86;29;$17,45;$37,95
